Property_ID,City,Location,BHK,Bathrooms,Size_in_SqFt,Age_of_Property,Parking,Floor,Total_Floors,Furnishing,Distance_to_Metro_km,School_Rating,Hospital_Distance_km,Crime_Index,Price_in_Lakhs
1021,Hyderabad,Kondapur,1,2,866,17,3,0,5,Unfurnished,14,4.8,3.8,9.9,56.9
1022,Chennai,Porur,5,6,3065,8,0,15,18,Semi-Furnished,7.3,3.5,1.2,2.6,217.8
1023,Hyderabad,Gachibowli,1,1,505,17,2,1,9,Furnished,10.4,3,7.2,6.1,25.9
1024,Chennai,Porur,3,3,2230,7,1,9,12,Semi-Furnished,11.3,4.8,3,3.1,140.7
1025,Chennai,Velachery,2,3,1108,17,0,1,10,Semi-Furnished,9.3,4.9,6.5,2.1,83.8
1026,Pune,Wakad,2,3,1524,5,1,4,12,Unfurnished,3.7,3.3,4.8,6.4,103.3
1027,Bengaluru,HSR Layout,1,1,659,22,3,4,19,Semi-Furnished,5.9,4,3.2,5.9,61.2
1028,Pune,Kharadi,5,5,3569,0,3,19,21,Semi-Furnished,6.7,3,1.4,1.7,311.6
1029,Pune,Wakad,4,4,2246,10,2,8,17,Unfurnished,4.5,3.1,4.9,5.2,151.4
1030,Bengaluru,Whitefield,4,3,2596,18,2,12,16,Unfurnished,6.7,3.6,3.6,4.9,235
1031,Chennai,Anna Nagar,3,4,1673,5,1,20,23,Semi-Furnished,8.1,3,0.6,4.4,150.5
1032,Bengaluru,Whitefield,2,1,1530,22,0,1,13,Semi-Furnished,4,2.9,1.4,4.9,146.1
1033,Bengaluru,HSR Layout,4,4,2141,16,0,1,12,Semi-Furnished,8.7,4.5,7,8.8,235.2
1034,Chennai,Porur,4,5,2143,7,0,30,30,Unfurnished,10.7,2.7,1.1,8.4,128.2
1035,Hyderabad,Kukatpally,5,5,2982,4,1,12,12,Unfurnished,12.9,4.4,4.3,1.2,220.7
1036,Hyderabad,Kukatpally,2,2,949,15,1,3,9,Furnished,12.5,3.9,2.5,3.2,66.9
1037,Hyderabad,Madhapur,2,1,968,12,1,2,5,Semi-Furnished,12,4.2,3.3,5.9,81.3
1038,Pune,Hadapsar,3,4,1864,16,3,8,10,Furnished,2.1,2.6,0.9,10,150.8
1039,Hyderabad,Miyapur,4,5,2569,9,2,2,5,Semi-Furnished,11.3,3,6.3,7.8,172.5
1040,Bengaluru,Electronic City,4,4,2091,0,1,8,19,Semi-Furnished,7.1,3.7,7.1,5.2,189.2
1041,Hyderabad,Madhapur,2,1,1202,11,0,14,16,Furnished,13.3,4.7,0.9,3.6,121
1042,Pune,Hinjewadi,4,3,2521,10,1,14,14,Semi-Furnished,0.4,2.8,6,6.1,191.6
1043,Bengaluru,Marathahalli,3,2,2268,12,2,19,30,Semi-Furnished,9.4,3.2,0.7,5.7,187.5
1044,Pune,Kharadi,4,3,3164,24,0,6,9,Semi-Furnished,10.8,4.3,5.2,2.3,241
1045,Bengaluru,Whitefield,5,6,3379,12,1,0,6,Semi-Furnished,14.3,3,4.7,4.8,340.9
1046,Bengaluru,Indiranagar,5,5,3112,0,0,0,10,Unfurnished,7.3,2.7,3.9,9.8,339.1
1047,Pune,Hinjewadi,1,2,865,10,2,8,20,Semi-Furnished,8.3,4.8,6,6.7,63.2
1048,Bengaluru,Marathahalli,5,5,3254,7,0,15,18,Unfurnished,14.1,3.3,7.8,9.9,247.8
1049,Chennai,Anna Nagar,1,1,734,7,1,7,12,Furnished,13.9,4.2,4.2,4.7,57.8
1050,Chennai,Anna Nagar,1,1,533,19,3,2,26,Semi-Furnished,13.9,2.6,3.4,4.9,26
1051,Hyderabad,Kondapur,3,2,1980,7,3,12,20,Semi-Furnished,6.2,4.6,2.5,6.5,174.4
1052,Bengaluru,Marathahalli,3,4,1519,3,0,0,7,Unfurnished,6.5,4.7,7.5,8.1,144.6
1053,Bengaluru,Whitefield,1,2,540,1,1,13,14,Semi-Furnished,10.3,4.6,3.1,6.1,52.6
1054,Chennai,Anna Nagar,1,1,748,2,0,0,24,Furnished,3,2.9,3.3,9.9,58.9
1055,Chennai,Porur,5,4,3415,4,0,19,19,Furnished,2.5,4.4,4.3,5.5,250.8
1056,Chennai,OMR,4,4,3161,5,3,14,30,Semi-Furnished,7.7,3.2,5.7,4.6,241.8
1057,Bengaluru,Electronic City,3,3,1842,14,1,4,27,Unfurnished,1.1,4.7,1.4,10,144.9
1058,Hyderabad,Kondapur,3,3,2536,7,3,13,18,Unfurnished,9.7,4.9,4.6,6.3,211.5
1059,Bengaluru,Indiranagar,1,1,530,12,1,2,16,Unfurnished,12.6,4.5,3.3,8.3,44.1
1060,Pune,Baner,4,4,3470,10,3,10,26,Furnished,11.3,4.7,1.7,8.8,298.3
1061,Chennai,Tambaram,1,2,898,10,1,1,6,Unfurnished,9.1,4.9,7.3,7.5,43.3
1062,Hyderabad,Kondapur,3,3,2040,0,0,16,20,Unfurnished,2.4,4.2,6.9,7.7,168.4
1063,Pune,Hadapsar,5,5,4031,24,0,18,19,Semi-Furnished,8.2,4.4,0.6,4,266.9
1064,Hyderabad,Kukatpally,4,5,3046,18,1,7,15,Semi-Furnished,4.6,4.1,0.6,3.1,243.6
1065,Chennai,Tambaram,3,2,2436,7,0,7,12,Unfurnished,0.2,2.6,0.9,8.2,132.7
1066,Pune,Hinjewadi,5,5,2459,15,1,21,22,Semi-Furnished,11.7,4.6,7.4,4.5,206.4
1067,Bengaluru,Marathahalli,2,1,1601,13,0,7,15,Furnished,0.5,2.8,6.1,3.3,152.1
1068,Chennai,Tambaram,2,3,1108,23,1,3,16,Semi-Furnished,4.5,5,5.6,6.8,62.7
1069,Bengaluru,Whitefield,1,1,483,24,2,1,10,Semi-Furnished,5.2,3.8,6.7,5.8,40.1
1070,Pune,Hadapsar,3,2,2079,25,0,5,16,Semi-Furnished,3,4.9,5.9,9.2,135.2
1071,Hyderabad,Gachibowli,2,2,1250,5,1,20,20,Semi-Furnished,5.2,3.5,6.1,1.9,127.6
1072,Pune,Wakad,2,2,1535,20,3,18,29,Semi-Furnished,1.2,5,2,6.9,126.2
1073,Pune,Hadapsar,4,5,2459,20,2,0,11,Unfurnished,3,3.9,0.4,7,167.8
1074,Chennai,Tambaram,1,1,891,14,0,1,9,Semi-Furnished,8.5,2.8,1.3,5.4,47.4
1075,Chennai,OMR,5,4,3548,7,2,13,22,Unfurnished,12.9,2.6,2.6,9.7,221.5
1076,Chennai,Tambaram,2,2,1248,13,0,11,21,Unfurnished,4.8,3.2,0.5,9.8,60.8
1077,Hyderabad,Madhapur,5,4,3734,3,0,12,13,Semi-Furnished,13.3,3,1.9,8.2,326.6
1078,Chennai,Anna Nagar,5,4,4498,18,2,21,22,Unfurnished,13.5,4.4,0.6,9.3,337.3
1079,Chennai,Anna Nagar,1,1,485,3,0,7,8,Unfurnished,12.2,3.5,1.1,2.4,46.6
1080,Bengaluru,Whitefield,3,3,1729,20,0,25,25,Unfurnished,3.4,4.3,1.6,9.6,168.4
1081,Bengaluru,Indiranagar,1,1,745,25,1,17,20,Unfurnished,6.6,4,3.3,8.4,57.5
1082,Bengaluru,Indiranagar,5,6,3428,8,1,3,24,Semi-Furnished,4,4,0.3,2,418
1083,Chennai,Velachery,5,5,2741,21,1,0,9,Unfurnished,3.9,2.6,0.9,4.6,214
1084,Chennai,OMR,5,4,3110,22,0,0,27,Semi-Furnished,5.3,3.6,1.4,6.8,221.5
1085,Chennai,Anna Nagar,4,5,3150,16,2,6,19,Furnished,2.4,3.5,1.7,7,313.4
1086,Bengaluru,Indiranagar,4,4,2695,1,2,3,5,Semi-Furnished,1.1,4.7,0.8,5.1,333
1087,Pune,Hinjewadi,3,3,1930,8,1,0,18,Semi-Furnished,11.5,2.7,3.8,3.7,138.3
1088,Bengaluru,Electronic City,4,5,2352,5,3,7,12,Furnished,0.5,3.1,4,3,249.9
1089,Bengaluru,Whitefield,3,3,2419,8,0,13,13,Semi-Furnished,12,4.4,0.5,6.1,243.9
1090,Bengaluru,Electronic City,3,3,2488,19,1,15,25,Furnished,0.2,4.9,2.8,7.2,227.9
1091,Chennai,OMR,4,4,2183,3,2,24,28,Semi-Furnished,10.5,3.2,1.8,4.6,181.8
1092,Chennai,OMR,4,5,3079,6,1,1,15,Furnished,5.5,4.4,4.4,5.4,255.7
1093,Hyderabad,Gachibowli,1,1,568,13,0,7,11,Semi-Furnished,14.9,2.7,5.5,9.8,23.2
1094,Bengaluru,HSR Layout,2,2,1279,3,0,0,13,Furnished,6.3,5,5.3,9,161.3
1095,Hyderabad,Kondapur,2,1,995,25,2,19,30,Semi-Furnished,9.5,4.4,0.6,7.2,78.4
1096,Hyderabad,Kukatpally,2,3,1238,3,0,18,21,Unfurnished,8.7,2.5,5.7,9.4,82.5
1097,Bengaluru,Whitefield,1,1,791,8,1,2,10,Unfurnished,0.9,2.9,6.7,2.8,70.7
1098,Hyderabad,Kukatpally,2,2,932,3,1,9,16,Furnished,6.6,4.2,6.7,2.4,86.2
1099,Bengaluru,Electronic City,1,1,800,13,0,2,7,Unfurnished,2.5,2.8,2.1,8.3,47
1100,Chennai,Tambaram,2,2,1359,13,1,14,24,Unfurnished,4.1,3,5.9,7.9,59.3
1101,Pune,Baner,4,5,1986,18,0,22,30,Unfurnished,1,4.3,4.4,8.7,171.2
1102,Pune,Hadapsar,2,1,1430,5,1,4,30,Unfurnished,1,4.6,4.5,1.7,106.1
1103,Hyderabad,Kondapur,5,4,3313,8,2,4,22,Furnished,0.9,3.7,6.8,2.3,333.2
1104,Hyderabad,Miyapur,2,3,973,13,0,24,28,Semi-Furnished,2.6,3.2,6.8,1.3,82.4
1105,Hyderabad,Gachibowli,1,1,615,5,0,3,7,Semi-Furnished,12.1,3.6,7.2,6.8,35.9
1106,Hyderabad,Madhapur,3,3,2126,21,0,29,30,Semi-Furnished,4.5,3.2,1.5,5.9,182.8
1107,Pune,Baner,4,3,2108,5,2,19,21,Semi-Furnished,4.8,3.7,4.2,5.2,183.2
1108,Hyderabad,Gachibowli,3,3,2123,11,2,5,7,Semi-Furnished,4.3,2.9,3.2,2.1,207.3
1109,Chennai,Porur,2,2,1278,21,0,9,16,Furnished,11.8,3.4,0.6,7.4,74.7
1110,Hyderabad,Kukatpally,2,2,1320,19,3,11,24,Semi-Furnished,0.5,4.1,5.2,9.4,109.5
1111,Bengaluru,HSR Layout,1,1,587,25,0,6,8,Unfurnished,8,4.7,7.3,7.6,36
1112,Chennai,Velachery,5,6,4291,7,1,6,17,Semi-Furnished,1.1,3.2,1.5,1.6,347
1113,Chennai,Velachery,5,5,3919,9,1,1,5,Furnished,11.4,2.8,5.9,8.6,307
1114,Hyderabad,Kondapur,3,2,2296,1,3,10,14,Semi-Furnished,5.4,4.4,6.1,8.8,193.7
1115,Pune,Wakad,3,3,2463,21,1,3,14,Furnished,13.7,2.6,1,4.4,163.7
1116,Chennai,Anna Nagar,5,4,3175,23,0,7,16,Semi-Furnished,7.6,2.9,7.9,4,276.5
1117,Pune,Hadapsar,1,1,469,9,0,3,14,Unfurnished,3.4,4.9,6.6,2.7,40.4
1118,Chennai,OMR,4,4,3452,4,0,1,7,Semi-Furnished,6.9,3.7,7.1,2.1,244.4
1119,Bengaluru,HSR Layout,5,4,3060,15,1,6,9,Semi-Furnished,15,2.6,3.4,1.3,311.5
1120,Hyderabad,Miyapur,5,6,3591,12,0,16,19,Furnished,11.7,4.3,4.3,1.1,277.7
1121,Bengaluru,Whitefield,1,1,621,24,3,8,8,Unfurnished,9,4.8,2.2,4.4,52.8
1122,Pune,Baner,3,2,2200,0,1,11,17,Semi-Furnished,5.3,4.7,0.9,6.4,199.8
1123,Chennai,OMR,5,5,3175,7,3,15,21,Semi-Furnished,0.6,2.8,8,2.8,262.3
1124,Bengaluru,HSR Layout,5,5,2551,7,3,5,13,Semi-Furnished,1.3,3.1,0.6,7.7,308.2
1125,Bengaluru,Marathahalli,5,6,2425,11,0,25,29,Semi-Furnished,7.5,3.5,3.7,8.1,225.7
1126,Hyderabad,Gachibowli,2,3,1699,0,0,0,11,Semi-Furnished,3.2,3.5,7.1,1.8,179.4
1127,Hyderabad,Kukatpally,2,3,974,10,1,2,8,Semi-Furnished,4,3.4,0.7,4.9,87.6
1128,Pune,Hadapsar,1,2,770,15,3,17,29,Semi-Furnished,2.3,3,4.3,3.4,62.8
1129,Hyderabad,Gachibowli,2,2,1467,0,3,6,29,Semi-Furnished,3.7,4.7,7.3,7.6,153.7
1130,Pune,Hinjewadi,2,2,1560,11,0,0,6,Semi-Furnished,6.9,4.2,5,1.4,117.7
1131,Hyderabad,Kondapur,3,3,1382,22,3,9,13,Furnished,6.2,4,4.7,9.5,130.7
1132,Pune,Baner,5,6,2617,16,2,8,9,Semi-Furnished,8.8,4.1,4.7,2.3,240.2
1133,Chennai,OMR,5,5,3046,5,1,2,8,Furnished,12.1,3.1,6.3,8,241.1
1134,Hyderabad,Kukatpally,5,4,4187,4,3,3,25,Semi-Furnished,6.4,4.7,5.2,2.6,314
1135,Bengaluru,Marathahalli,5,5,3584,21,2,7,25,Furnished,7.9,4.1,4.6,1.2,358.4
1136,Chennai,OMR,3,4,1591,4,3,0,15,Semi-Furnished,12.8,2.9,4.8,4.2,129.2
1137,Pune,Baner,1,2,743,12,2,2,18,Furnished,3.4,3.9,6.5,1.9,81.5
1138,Bengaluru,HSR Layout,5,5,3629,24,0,13,13,Unfurnished,4.2,3.9,2.2,8.2,348.2
1139,Chennai,OMR,1,1,694,24,1,0,5,Semi-Furnished,7.8,4,7.3,4.5,46.1
1140,Hyderabad,Kukatpally,5,5,2557,2,1,10,24,Furnished,12.4,2.6,7.6,4.4,204.6
1141,Chennai,OMR,3,2,2008,1,3,5,18,Furnished,7.9,4.7,7.6,6.8,170
1142,Hyderabad,Kondapur,2,2,1176,0,3,14,19,Semi-Furnished,6,2.6,7.6,9,107.2
1143,Pune,Wakad,5,5,3661,0,0,27,28,Semi-Furnished,9.5,3.7,3.3,1.4,264.6
1144,Hyderabad,Kondapur,1,2,718,21,2,3,7,Unfurnished,6.9,2.7,1.3,9.4,40.6
1145,Bengaluru,HSR Layout,3,4,1572,14,0,0,19,Unfurnished,14.9,4.8,5.5,1.7,151.7
1146,Pune,Hinjewadi,2,3,1143,16,2,7,9,Semi-Furnished,8.7,3.4,1.2,3,84.3
1147,Chennai,Anna Nagar,3,2,1695,18,2,1,6,Furnished,4.6,2.6,6.6,4.9,151.5
1148,Hyderabad,Madhapur,4,4,3196,8,0,15,17,Semi-Furnished,13.9,4.8,6,5.5,286.4
1149,Bengaluru,Whitefield,1,1,777,2,3,17,23,Furnished,1.7,3,4.3,9.8,81
1150,Chennai,Tambaram,5,6,3207,24,3,8,12,Unfurnished,1.9,3.8,4.5,10,187.2
1151,Chennai,Velachery,5,6,2343,15,3,3,17,Semi-Furnished,10.6,3.5,7.5,3.1,197.3
1152,Bengaluru,Whitefield,3,2,2120,17,1,2,7,Unfurnished,9.5,3.3,1.5,9.9,181
1153,Chennai,OMR,3,4,1564,21,2,4,17,Semi-Furnished,7.9,4.4,1.6,9.8,113.6
1154,Pune,Kharadi,5,4,4438,24,2,6,12,Semi-Furnished,8.2,4.5,7,9.6,323.6
1155,Hyderabad,Kondapur,1,1,789,17,3,19,28,Semi-Furnished,3.9,4.9,5.3,3.7,75.6
1156,Hyderabad,Gachibowli,3,3,2275,20,3,24,30,Furnished,10.5,3.6,3,2.6,236.6
1157,Pune,Kharadi,4,5,2201,17,1,4,5,Semi-Furnished,5.8,2.7,5,7.5,183.3
1158,Pune,Kharadi,5,6,3824,17,1,18,24,Furnished,7.7,4.3,1.5,8.5,327.2
1159,Bengaluru,Indiranagar,1,1,798,16,0,5,17,Semi-Furnished,11.9,3.4,5.7,8.9,68.2
1160,Chennai,Tambaram,4,4,3204,14,0,5,5,Unfurnished,4.3,3.9,6.3,4.1,174
1161,Chennai,Velachery,5,6,4136,18,3,2,11,Semi-Furnished,12.3,3.2,5.2,6.7,296.4
1162,Chennai,Tambaram,2,2,1459,18,0,12,15,Unfurnished,1.4,4.2,2.8,5.8,79.4
1163,Pune,Wakad,3,4,1693,18,1,7,17,Furnished,3.5,3.8,6.3,4.3,134.5
1164,Hyderabad,Miyapur,4,4,2549,0,3,8,21,Furnished,14.3,3.9,0.4,3.9,199.2
1165,Chennai,Anna Nagar,2,1,1098,9,0,16,26,Furnished,1.3,4.6,7.3,6.4,103.6
1166,Bengaluru,Marathahalli,3,3,1901,25,0,5,7,Unfurnished,4.8,3.3,3.8,3.9,147.7
1167,Hyderabad,Madhapur,2,2,1534,6,3,16,20,Unfurnished,12,3.6,2.7,1.1,134.1
1168,Bengaluru,Whitefield,3,2,1422,24,2,7,10,Semi-Furnished,8,5,5.7,5.7,145.2
1169,Bengaluru,Indiranagar,1,1,634,4,1,16,21,Semi-Furnished,11.6,3.5,7.2,9.4,59.1
1170,Pune,Kharadi,1,1,892,24,3,24,30,Semi-Furnished,6.7,3.2,1.6,5.4,55.4
1171,Chennai,Anna Nagar,5,5,3978,11,2,22,30,Furnished,4.5,3.8,2.6,6.5,373.7
1172,Hyderabad,Kukatpally,3,2,1628,0,0,1,6,Furnished,5.7,3.1,5.3,3.1,148.3
1173,Bengaluru,Whitefield,3,3,1491,6,0,10,15,Semi-Furnished,7.9,4.1,3.6,7.6,161.2
1174,Chennai,Anna Nagar,3,4,2140,18,3,7,9,Furnished,10.4,4.8,3.6,9.1,207.4
1175,Chennai,Tambaram,2,1,1032,11,1,9,16,Unfurnished,14.4,3.8,6.5,2.6,47.8
1176,Hyderabad,Madhapur,2,1,1029,6,1,0,25,Semi-Furnished,9.4,2.6,6,9,82.6
1177,Pune,Baner,4,4,2217,22,3,0,16,Semi-Furnished,11.6,3.5,5.7,7,172.9
1178,Bengaluru,Electronic City,4,5,2457,8,2,20,22,Unfurnished,2.2,2.9,4.7,1.3,203.2
1179,Hyderabad,Miyapur,4,5,3146,17,1,3,28,Semi-Furnished,8.3,3,3.7,2.1,210.2
1180,Hyderabad,Kukatpally,2,2,1353,25,1,20,23,Semi-Furnished,3,4.6,0.5,2.6,98.6
1181,Bengaluru,Indiranagar,2,1,1650,13,2,18,26,Unfurnished,4.7,3.9,1.4,9.1,161.8
1182,Chennai,Velachery,5,5,3561,17,2,6,13,Unfurnished,10.9,3.7,6,5.4,239.5
1183,Pune,Baner,2,1,1484,10,2,9,13,Furnished,11.7,4,5.9,2.6,123.2
1184,Pune,Hinjewadi,2,2,1350,2,1,2,6,Unfurnished,13.5,3.7,4.4,5.5,82.6
1185,Pune,Baner,2,2,1033,4,0,21,30,Semi-Furnished,1.7,4.5,3.4,8.1,107.6
1186,Bengaluru,HSR Layout,1,1,585,24,3,21,24,Furnished,7.9,3.8,4.7,4.1,53.8
1187,Chennai,Porur,3,3,1834,20,3,6,6,Furnished,11.3,5,6.2,2.8,128
1188,Chennai,Velachery,4,3,3468,18,2,7,8,Unfurnished,12.6,2.9,1.9,7.6,226.3
1189,Hyderabad,Gachibowli,2,2,1697,23,2,0,26,Unfurnished,3.1,3.2,7,5.6,127.8
1190,Bengaluru,Whitefield,5,6,4175,2,1,18,26,Semi-Furnished,9.2,2.8,3.4,6.7,420.3
1191,Hyderabad,Madhapur,2,1,1787,21,3,14,18,Semi-Furnished,2.3,2.8,6.2,7.1,141.6
1192,Pune,Kharadi,1,1,542,1,0,23,24,Unfurnished,2.2,3.4,6,5.8,44.6
1193,Bengaluru,HSR Layout,5,5,2401,9,1,12,18,Semi-Furnished,8.1,4.2,3.8,8.9,281.7
1194,Hyderabad,Madhapur,3,3,1555,2,2,4,5,Semi-Furnished,9.5,2.9,2.9,1.1,161.1
1195,Bengaluru,HSR Layout,5,5,3788,4,0,6,23,Semi-Furnished,5.6,4.9,5.9,8.6,404
1196,Hyderabad,Madhapur,5,5,2775,24,3,0,5,Unfurnished,6.9,2.9,1.8,9.4,239.5
1197,Chennai,Tambaram,3,3,1784,0,2,2,7,Unfurnished,14.9,4.8,3.6,4.3,102.1
1198,Bengaluru,Marathahalli,4,4,1923,5,0,2,19,Semi-Furnished,13,2.6,2.1,2.1,176
1199,Hyderabad,Kondapur,3,3,1674,21,0,11,12,Semi-Furnished,4.4,3.1,1.3,6.5,151.3
1200,Pune,Kharadi,5,6,3759,13,2,2,24,Semi-Furnished,8.9,4.4,3,3.6,317.3
1201,Bengaluru,Electronic City,4,3,2080,25,2,13,19,Unfurnished,0.9,2.6,1.2,8.1,154.3
1202,Bengaluru,Whitefield,4,4,2005,14,3,12,13,Furnished,7.4,3.6,0.6,1.1,231.5
1203,Chennai,Tambaram,1,1,753,0,0,1,15,Semi-Furnished,3.1,2.6,3.8,3.2,47.8
1204,Bengaluru,Electronic City,1,1,866,9,2,8,21,Semi-Furnished,3.2,3.5,1.2,2.8,68.4
1205,Pune,Wakad,3,3,2265,13,3,8,24,Semi-Furnished,3.2,3.9,2.9,10,170.2
1206,Bengaluru,Marathahalli,4,4,3484,25,3,13,13,Semi-Furnished,6,4.6,0.9,6.3,308.3
1207,Bengaluru,Indiranagar,1,1,479,8,3,13,18,Unfurnished,14.5,4.1,0.5,1.6,44.7
1208,Pune,Hadapsar,4,5,2054,8,0,5,5,Semi-Furnished,8.9,3.9,7.5,1.6,161.6
1209,Chennai,Porur,1,1,577,21,0,5,15,Unfurnished,9.2,3.8,6.5,3.7,26.7
1210,Pune,Kharadi,5,6,3166,20,0,7,11,Semi-Furnished,10.3,4.5,3.2,6,253.4
1211,Pune,Kharadi,1,1,560,15,2,3,6,Semi-Furnished,4.1,3.1,1.6,3.9,39.7
1212,Chennai,Porur,5,4,4077,25,0,4,7,Unfurnished,6.6,5,5.4,1.2,239.4
1213,Pune,Hadapsar,2,1,991,13,0,10,10,Semi-Furnished,0.6,4.5,5.1,1.9,89.1
1214,Hyderabad,Madhapur,3,4,1650,3,0,0,19,Semi-Furnished,8.2,4.1,7.7,9.4,158.9
1215,Hyderabad,Miyapur,4,4,2422,17,1,1,10,Semi-Furnished,13.2,3.4,4.3,9.3,154.3
1216,Pune,Hadapsar,3,4,1373,17,1,6,6,Unfurnished,8.2,3.5,2.8,7,99.4
1217,Bengaluru,HSR Layout,4,3,2413,19,3,1,7,Furnished,7.8,3.7,6.6,3.4,274.7
1218,Pune,Hadapsar,5,5,4147,23,3,21,23,Furnished,7.3,4.1,2.4,6.3,293.7
1219,Hyderabad,Kondapur,1,2,507,11,3,3,6,Furnished,9.7,2.9,2.5,9,45.7
1220,Bengaluru,Electronic City,4,4,2019,24,3,21,23,Semi-Furnished,6.1,3.2,0.6,6.4,174.2
1221,Chennai,Porur,4,5,2919,7,2,13,24,Unfurnished,6.9,3.3,0.8,1.1,194.2
1222,Hyderabad,Kukatpally,2,2,1264,18,1,13,25,Unfurnished,8.3,2.5,7.8,9.6,70.6
1223,Chennai,Porur,4,4,3057,1,3,4,9,Semi-Furnished,2.4,5,4.4,6.4,214.2
1224,Hyderabad,Miyapur,1,1,603,2,1,3,8,Semi-Furnished,11.4,4,6.6,10,38.6
1225,Pune,Hinjewadi,2,2,1386,23,3,2,5,Unfurnished,3.9,4.8,2.8,5.6,100.8
1226,Hyderabad,Madhapur,3,3,1968,15,1,1,13,Semi-Furnished,6.5,4.1,7,7.3,174.5
1227,Pune,Kharadi,1,2,836,23,3,2,28,Semi-Furnished,2.1,3.1,4.4,7.8,63.5
1228,Hyderabad,Kukatpally,4,4,1998,8,0,8,19,Semi-Furnished,12.7,2.8,2,3.9,145.9
1229,Pune,Kharadi,3,4,2612,21,1,18,27,Semi-Furnished,9.4,3.6,7.5,4.4,189.6
1230,Hyderabad,Kondapur,3,3,1992,25,0,1,8,Semi-Furnished,10.9,4.2,0.8,7.2,158.4
1231,Chennai,Velachery,4,3,2519,3,0,2,20,Semi-Furnished,11,3.1,4.9,7.8,187.7
1232,Pune,Wakad,4,4,2309,13,1,8,8,Semi-Furnished,5,4,3.2,1.1,173.4
1233,Chennai,Velachery,3,3,1716,1,2,12,17,Semi-Furnished,4.3,4.8,6.9,6.5,150.4
1234,Pune,Hinjewadi,3,4,1886,5,0,29,30,Semi-Furnished,6.5,3.4,6.1,4.1,161.6
1235,Pune,Baner,3,3,1743,25,0,4,18,Unfurnished,11.8,3.1,3.4,4.4,110.2
1236,Bengaluru,Indiranagar,3,3,1460,3,3,10,25,Semi-Furnished,5.3,4.8,0.4,9.4,189.6
1237,Bengaluru,Whitefield,2,2,1201,5,3,15,18,Semi-Furnished,7.2,3.5,6.2,6.5,122.3
1238,Hyderabad,Gachibowli,2,2,1626,3,0,16,16,Furnished,3.9,4.5,5.2,9.9,158.4
1239,Hyderabad,Gachibowli,4,5,2785,22,3,4,22,Unfurnished,1.4,3.9,7.1,4.2,264.2
1240,Hyderabad,Kondapur,4,4,3271,13,2,10,10,Furnished,1.3,4.3,7.4,1.5,316
1241,Bengaluru,Indiranagar,3,3,2230,11,3,17,29,Unfurnished,8.4,4.9,5.2,4.3,234.9
1242,Bengaluru,Electronic City,2,1,1587,17,1,10,21,Furnished,5.6,4.4,7.6,1.4,139.9
1243,Pune,Baner,3,3,1934,20,3,4,15,Furnished,12.7,2.7,1.4,2.7,173.6
1244,Pune,Baner,5,6,2597,14,3,12,29,Semi-Furnished,3.8,3.2,5.2,7.7,236.9
1245,Hyderabad,Madhapur,5,6,2945,2,3,0,16,Semi-Furnished,1.1,4.6,5,4.5,307.6
1246,Hyderabad,Kondapur,3,3,1417,12,1,4,15,Unfurnished,13.4,3.3,2.1,3.8,103.8
1247,Hyderabad,Miyapur,1,2,675,15,2,2,21,Furnished,5.3,2.9,2.3,9.3,52.5
1248,Chennai,Anna Nagar,4,3,3491,17,1,11,22,Semi-Furnished,7.2,4,3.8,8.1,281.2
1249,Chennai,Velachery,5,4,2852,17,3,16,21,Semi-Furnished,13.1,4.3,6.5,6.1,217.9
1250,Bengaluru,Marathahalli,1,1,611,15,1,3,20,Unfurnished,6.9,2.8,3.2,1.3,37
1251,Pune,Baner,2,2,1035,6,1,14,23,Unfurnished,3.7,3.9,1.1,9.8,97.7
1252,Pune,Hinjewadi,4,4,2960,6,1,16,21,Furnished,10.7,3.9,1.9,2.3,241.8
1253,Hyderabad,Gachibowli,2,2,1079,0,0,6,7,Semi-Furnished,5.8,2.6,0.5,8.6,107.8
1254,Pune,Kharadi,1,1,730,2,2,5,11,Semi-Furnished,1.6,2.7,5.9,9.1,54.3
1255,Chennai,Velachery,1,1,852,15,2,17,18,Semi-Furnished,3.1,3.3,7,6.3,64.6
1256,Hyderabad,Gachibowli,1,1,825,24,0,12,19,Furnished,0.3,4.5,2.4,4,89.3
1257,Pune,Kharadi,1,1,460,22,0,13,18,Furnished,10.1,3.6,1,1.1,33.7
1258,Chennai,Anna Nagar,1,1,810,7,2,3,5,Semi-Furnished,1.7,4,7.4,6.3,80.5
1259,Pune,Hinjewadi,5,4,3754,24,1,13,18,Semi-Furnished,4.6,2.9,4.4,6.1,278.9
1260,Bengaluru,Indiranagar,5,6,2313,16,1,13,22,Semi-Furnished,7.9,4.1,1.2,5.8,291.6
1261,Pune,Hadapsar,1,1,465,11,3,5,10,Semi-Furnished,1.3,3.6,3.2,7.2,35.4
1262,Hyderabad,Gachibowli,2,3,1618,24,2,16,19,Semi-Furnished,12.5,3,0.4,9.8,132.9
1263,Hyderabad,Miyapur,3,3,1499,25,3,10,16,Semi-Furnished,14.6,2.8,4,3.6,82.7
1264,Bengaluru,Indiranagar,3,4,2583,5,0,8,8,Semi-Furnished,12.6,3.9,2.5,6.5,288.7
1265,Bengaluru,Indiranagar,3,3,1683,4,3,2,15,Semi-Furnished,12.2,4.7,7.3,3.4,208.2
1266,Chennai,Velachery,1,1,798,9,2,1,20,Semi-Furnished,11.7,2.8,6.8,2.3,55.2
